y	x	PANEL	group
0	118222.917	2	-1
0	118222.965	2	-1
0	118223.013	2	-1
1	118223.06	2	-1
1	118223.108	2	-1
1	118223.156	2	-1
2	118223.203	2	-1
1	118223.251	2	-1
3	118223.299	2	-1
3	118223.346	2	-1
2	118223.394	2	-1
2	118223.442	2	-1
1	118223.489	2	-1
4	118223.537	2	-1
4	118223.585	2	-1
2	118223.632	2	-1
5	118223.68	2	-1
4	118223.728	2	-1
4	118223.775	2	-1
6	118223.823	2	-1
2	118223.87	2	-1
8	118223.918	2	-1
11	118223.966	2	-1
8	118224.013	2	-1
5	118224.061	2	-1
4	118224.109	2	-1
6	118224.156	2	-1
4	118224.204	2	-1
0	118224.252	2	-1
0	118224.299	2	-1
1	118224.347	2	-1
2	118224.395	2	-1
1	118224.442	2	-1
1	118224.49	2	-1
2	118224.538	2	-1
1	118224.585	2	-1
2	118224.633	2	-1
4	118224.681	2	-1
4	118224.728	2	-1
4	118224.776	2	-1
8	118224.823	2	-1
8	118224.871	2	-1
4	118224.919	2	-1
0	118224.966	2	-1
1	118225.014	2	-1
0	118225.062	2	-1
1	118225.109	2	-1
1	118225.157	2	-1
0	118225.205	2	-1
0	118225.252	2	-1
0	118225.3	2	-1
0	118225.348	2	-1
0	118225.395	2	-1
0	118225.443	2	-1
2	118225.491	2	-1
7	118225.538	2	-1
5	118225.586	2	-1
4	118225.634	2	-1
5	118225.681	2	-1
1	118225.729	2	-1
0	118225.776	2	-1
2	118225.824	2	-1
2	118225.872	2	-1
0	118225.919	2	-1
2	118225.967	2	-1
2	118226.015	2	-1
0	118226.062	2	-1
0	118226.11	2	-1
0	118226.158	2	-1
0	118226.205	2	-1
0	118226.253	2	-1
0	118226.301	2	-1
0	118226.348	2	-1
0	118226.396	2	-1
0	118226.444	2	-1
5	118226.491	2	-1
6	118226.539	2	-1
6	118226.587	2	-1
6	118226.634	2	-1
0	118226.682	2	-1
0	118226.729	2	-1
0	118226.777	2	-1
0	118226.825	2	-1
0	118226.872	2	-1
4	118226.92	2	-1
7	118226.968	2	-1
3	118227.015	2	-1
1	118227.063	2	-1
1	118227.111	2	-1
0	118227.158	2	-1
0	118227.206	2	-1
0	118227.254	2	-1
0	118227.301	2	-1
0	118227.349	2	-1
1	118227.397	2	-1
0	118227.444	2	-1
1	118227.492	2	-1
5	118227.54	2	-1
4	118227.587	2	-1
10	118227.635	2	-1
6	118227.682	2	-1
4	118227.73	2	-1
2	118227.778	2	-1
0	118227.825	2	-1
0	118227.873	2	-1
0	118227.921	2	-1
0	118227.968	2	-1
0	118228.016	2	-1
0	118228.064	2	-1
0	118228.111	2	-1
0	118228.159	2	-1
0	118228.207	2	-1
0	118228.254	2	-1
0	118228.302	2	-1
0	118228.35	2	-1
0	118228.397	2	-1
0	118228.445	2	-1
0	118228.493	2	-1
0	118228.54	2	-1
0	118228.588	2	-1
0	118228.635	2	-1
2	118228.683	2	-1
2	118228.731	2	-1
1	118228.778	2	-1
4	118228.826	2	-1
4	118228.874	2	-1
3	118228.921	2	-1
3	118228.969	2	-1
0	118229.017	2	-1
1	118229.064	2	-1
2	118229.112	2	-1
3	118229.16	2	-1
4	118229.207	2	-1
2	118229.255	2	-1
0	118229.303	2	-1
0	118229.35	2	-1
0	118229.398	2	-1
5	118229.445	2	-1
7	118229.493	2	-1
7	118229.541	2	-1
4	118229.588	2	-1
3	118229.636	2	-1
2	118229.684	2	-1
0	118229.731	2	-1
3	118229.779	2	-1
10	118229.827	2	-1
16	118229.874	2	-1
23	118229.922	2	-1
25	118229.97	2	-1
17	118230.017	2	-1
7	118230.065	2	-1
3	118230.113	2	-1
1	118230.16	2	-1
0	118230.208	2	-1
0	118230.256	2	-1
5	118230.303	2	-1
10	118230.351	2	-1
30	118230.398	2	-1
56	118230.446	2	-1
80	118230.494	2	-1
87	118230.541	2	-1
68	118230.589	2	-1
46	118230.637	2	-1
40	118230.684	2	-1
44	118230.732	2	-1
72	118230.78	2	-1
74	118230.827	2	-1
56	118230.875	2	-1
49	118230.923	2	-1
57	118230.97	2	-1
51	118231.018	2	-1
32	118231.066	2	-1
15	118231.113	2	-1
17	118231.161	2	-1
15	118231.209	2	-1
18	118231.256	2	-1
17	118231.304	2	-1
5	118231.351	2	-1
5	118231.399	2	-1
7	118231.447	2	-1
11	118231.494	2	-1
11	118231.542	2	-1
8	118231.59	2	-1
3	118231.637	2	-1
3	118231.685	2	-1
0	118231.733	2	-1
0	118231.78	2	-1
2	118231.828	2	-1
2	118231.876	2	-1
1	118231.923	2	-1
2	118231.971	2	-1
2	118232.019	2	-1
4	118232.066	2	-1
3	118232.114	2	-1
8	118232.162	2	-1
11	118232.209	2	-1
5	118232.257	2	-1
4	118232.304	2	-1
1	118232.352	2	-1
1	118232.4	2	-1
1	118232.447	2	-1
2	118232.495	2	-1
3	118232.543	2	-1
5	118232.59	2	-1
5	118232.638	2	-1
4	118232.686	2	-1
7	118232.733	2	-1
8	118232.781	2	-1
6	118232.829	2	-1
4	118232.876	2	-1
3	118232.924	2	-1
5	118232.972	2	-1
4	118233.019	2	-1
1	118233.067	2	-1
0	118233.115	2	-1
1	118233.162	2	-1
2	118233.21	2	-1
3	118233.257	2	-1
5	118233.305	2	-1
5	118233.353	2	-1
3	118233.4	2	-1
4	118233.448	2	-1
1	118233.496	2	-1
2	118233.543	2	-1
3	118233.591	2	-1
1	118233.639	2	-1
0	118233.686	2	-1
0	118233.734	2	-1
0	118233.782	2	-1
0	118233.829	2	-1
0	118233.877	2	-1
0	118233.925	2	-1
1	118233.972	2	-1
1	118234.02	2	-1
3	118234.068	2	-1
4	118234.115	2	-1
4	118234.163	2	-1
3	118234.21	2	-1
0	118234.258	2	-1
1	118234.306	2	-1
1	118234.353	2	-1
1	118234.401	2	-1
0	118234.449	2	-1
0	118234.496	2	-1
0	118234.544	2	-1
0	118234.592	2	-1
0	118234.639	2	-1
1	118234.687	2	-1
7	118234.735	2	-1
7	118234.782	2	-1
2	118234.83	2	-1
3	118234.878	2	-1
2	118234.925	2	-1
1	118234.973	2	-1
4	118235.021	2	-1
4	118235.068	2	-1
3	118235.116	2	-1
2	118235.163	2	-1
1	118235.211	2	-1
1	118235.259	2	-1
1	118235.306	2	-1
1	118235.354	2	-1
1	118235.402	2	-1
0	118235.449	2	-1
0	118235.497	2	-1
3	118235.545	2	-1
3	118235.592	2	-1
2	118235.64	2	-1
4	118235.688	2	-1
1	118235.735	2	-1
2	118235.783	2	-1
3	118235.831	2	-1
1	118235.878	2	-1
3	118235.926	2	-1
7	118235.974	2	-1
4	118236.021	2	-1
0	118236.069	2	-1
3	118236.116	2	-1
4	118236.164	2	-1
6	118236.212	2	-1
7	118236.259	2	-1
3	118236.307	2	-1
0	118236.355	2	-1
0	118236.402	2	-1
0	118236.45	2	-1
2	118236.498	2	-1
4	118236.545	2	-1
2	118236.593	2	-1
0	118236.641	2	-1
0	118236.688	2	-1
6	118236.736	2	-1
9	118236.784	2	-1
6	118236.831	2	-1
5	118236.879	2	-1
7	118236.927	2	-1
12	118236.974	2	-1
8	118237.022	2	-1
2	118237.069	2	-1
1	118237.117	2	-1
2	118237.165	2	-1
4	118237.212	2	-1
2	118237.26	2	-1
0	118237.308	2	-1
0	118237.355	2	-1
0	118237.403	2	-1
0	118237.451	2	-1
0	118237.498	2	-1
0	118237.546	2	-1
0	118237.594	2	-1
0	118237.641	2	-1
0	118237.689	2	-1
1	118237.737	2	-1
1	118237.784	2	-1
0	118237.832	2	-1
1	118237.88	2	-1
1	118237.927	2	-1
1	118237.975	2	-1
1	118238.022	2	-1
1	118238.07	2	-1
1	118238.118	2	-1
1	118238.165	2	-1
1	118238.213	2	-1
1	118238.261	2	-1
2	118238.308	2	-1
1	118238.356	2	-1
0	118238.404	2	-1
0	118238.451	2	-1
2	118238.499	2	-1
2	118238.547	2	-1
3	118238.594	2	-1
6	118238.642	2	-1
4	118238.69	2	-1
7	118238.737	2	-1
3	118238.785	2	-1
0	118238.833	2	-1
1	118167.406	3	-1
0	118167.453	3	-1
0	118167.501	3	-1
0	118167.548	3	-1
0	118167.596	3	-1
2	118167.644	3	-1
2	118167.691	3	-1
2	118167.739	3	-1
1	118167.787	3	-1
0	118167.834	3	-1
0	118167.882	3	-1
1	118167.93	3	-1
1	118167.977	3	-1
0	118168.025	3	-1
1	118168.073	3	-1
1	118168.12	3	-1
1	118168.168	3	-1
1	118168.216	3	-1
0	118168.263	3	-1
0	118168.311	3	-1
0	118168.358	3	-1
0	118168.406	3	-1
0	118168.454	3	-1
0	118168.501	3	-1
0	118168.549	3	-1
0	118168.597	3	-1
2	118168.644	3	-1
3	118168.692	3	-1
2	118168.74	3	-1
3	118168.787	3	-1
6	118168.835	3	-1
5	118168.883	3	-1
2	118168.93	3	-1
1	118168.978	3	-1
3	118169.026	3	-1
3	118169.073	3	-1
1	118169.121	3	-1
1	118169.169	3	-1
1	118169.216	3	-1
2	118169.264	3	-1
3	118169.311	3	-1
3	118169.359	3	-1
2	118169.407	3	-1
0	118169.454	3	-1
0	118169.502	3	-1
0	118169.55	3	-1
0	118169.597	3	-1
0	118169.645	3	-1
0	118169.693	3	-1
0	118169.74	3	-1
0	118169.788	3	-1
1	118169.836	3	-1
1	118169.883	3	-1
1	118169.931	3	-1
6	118169.979	3	-1
6	118170.026	3	-1
3	118170.074	3	-1
2	118170.122	3	-1
0	118170.169	3	-1
0	118170.217	3	-1
1	118170.264	3	-1
2	118170.312	3	-1
2	118170.36	3	-1
0	118170.407	3	-1
0	118170.455	3	-1
0	118170.503	3	-1
0	118170.55	3	-1
0	118170.598	3	-1
0	118170.646	3	-1
0	118170.693	3	-1
0	118170.741	3	-1
0	118170.789	3	-1
0	118170.836	3	-1
0	118170.884	3	-1
0	118170.932	3	-1
0	118170.979	3	-1
0	118171.027	3	-1
0	118171.075	3	-1
1	118171.122	3	-1
1	118171.17	3	-1
0	118171.217	3	-1
2	118171.265	3	-1
2	118171.313	3	-1
1	118171.36	3	-1
1	118171.408	3	-1
4	118171.456	3	-1
5	118171.503	3	-1
1	118171.551	3	-1
1	118171.599	3	-1
2	118171.646	3	-1
2	118171.694	3	-1
1	118171.742	3	-1
0	118171.789	3	-1
0	118171.837	3	-1
1	118171.885	3	-1
1	118171.932	3	-1
1	118171.98	3	-1
1	118172.028	3	-1
0	118172.075	3	-1
0	118172.123	3	-1
0	118172.17	3	-1
0	118172.218	3	-1
0	118172.266	3	-1
0	118172.313	3	-1
0	118172.361	3	-1
0	118172.409	3	-1
0	118172.456	3	-1
0	118172.504	3	-1
0	118172.552	3	-1
0	118172.599	3	-1
0	118172.647	3	-1
0	118172.695	3	-1
0	118172.742	3	-1
0	118172.79	3	-1
0	118172.838	3	-1
0	118172.885	3	-1
1	118172.933	3	-1
1	118172.981	3	-1
1	118173.028	3	-1
1	118173.076	3	-1
0	118173.123	3	-1
0	118173.171	3	-1
0	118173.219	3	-1
0	118173.266	3	-1
0	118173.314	3	-1
1	118173.362	3	-1
4	118173.409	3	-1
5	118173.457	3	-1
3	118173.505	3	-1
4	118173.552	3	-1
3	118173.6	3	-1
2	118173.648	3	-1
2	118173.695	3	-1
0	118173.743	3	-1
1	118173.791	3	-1
5	118173.838	3	-1
5	118173.886	3	-1
3	118173.934	3	-1
4	118173.981	3	-1
4	118174.029	3	-1
3	118174.076	3	-1
0	118174.124	3	-1
1	118174.172	3	-1
1	118174.219	3	-1
1	118174.267	3	-1
7	118174.315	3	-1
10	118174.362	3	-1
9	118174.41	3	-1
5	118174.458	3	-1
2	118174.505	3	-1
1	118174.553	3	-1
0	118174.601	3	-1
0	118174.648	3	-1
1	118174.696	3	-1
1	118174.744	3	-1
2	118174.791	3	-1
3	118174.839	3	-1
3	118174.887	3	-1
1	118174.934	3	-1
1	118174.982	3	-1
5	118175.029	3	-1
5	118175.077	3	-1
4	118175.125	3	-1
4	118175.172	3	-1
2	118175.22	3	-1
1	118175.268	3	-1
3	118175.315	3	-1
2	118175.363	3	-1
1	118175.411	3	-1
3	118175.458	3	-1
2	118175.506	3	-1
6	118175.554	3	-1
6	118175.601	3	-1
6	118175.649	3	-1
6	118175.697	3	-1
4	118175.744	3	-1
1	118175.792	3	-1
3	118175.84	3	-1
3	118175.887	3	-1
2	118175.935	3	-1
2	118175.982	3	-1
1	118176.03	3	-1
0	118176.078	3	-1
0	118176.125	3	-1
3	118176.173	3	-1
5	118176.221	3	-1
8	118176.268	3	-1
8	118176.316	3	-1
2	118176.364	3	-1
0	118176.411	3	-1
0	118176.459	3	-1
1	118176.507	3	-1
1	118176.554	3	-1
1	118176.602	3	-1
4	118176.65	3	-1
6	118176.697	3	-1
6	118176.745	3	-1
6	118176.793	3	-1
5	118176.84	3	-1
5	118176.888	3	-1
2	118176.935	3	-1
2	118176.983	3	-1
3	118177.031	3	-1
1	118177.078	3	-1
0	118177.126	3	-1
0	118177.174	3	-1
0	118177.221	3	-1
0	118177.269	3	-1
0	118177.317	3	-1
1	118177.364	3	-1
1	118177.412	3	-1
1	118177.46	3	-1
1	118177.507	3	-1
0	118177.555	3	-1
0	118177.603	3	-1
1	118177.65	3	-1
1	118177.698	3	-1
2	118177.745	3	-1
2	118177.793	3	-1
1	118177.841	3	-1
1	118177.888	3	-1
1	118177.936	3	-1
2	118177.984	3	-1
2	118178.031	3	-1
2	118178.079	3	-1
1	118178.127	3	-1
1	118178.174	3	-1
2	118178.222	3	-1
2	118178.27	3	-1
0	118178.317	3	-1
1	118178.365	3	-1
2	118178.413	3	-1
4	118178.46	3	-1
2	118178.508	3	-1
0	118178.556	3	-1
0	118178.603	3	-1
0	118178.651	3	-1
0	118178.698	3	-1
1	118178.746	3	-1
0	118178.794	3	-1
0	118178.841	3	-1
1	118178.889	3	-1
4	118178.937	3	-1
4	118178.984	3	-1
2	118179.032	3	-1
1	118179.08	3	-1
1	118179.127	3	-1
1	118179.175	3	-1
1	118179.223	3	-1
2	118179.27	3	-1
2	118179.318	3	-1
2	118179.366	3	-1
2	118179.413	3	-1
0	118179.461	3	-1
2	118179.509	3	-1
5	118179.556	3	-1
5	118179.604	3	-1
2	118179.651	3	-1
3	118179.699	3	-1
3	118179.747	3	-1
2	118179.794	3	-1
2	118179.842	3	-1
1	118179.89	3	-1
2	118179.937	3	-1
3	118179.985	3	-1
1	118180.033	3	-1
1	118180.08	3	-1
3	118180.128	3	-1
4	118180.176	3	-1
2	118180.223	3	-1
0	118180.271	3	-1
1	118180.319	3	-1
1	118180.366	3	-1
0	118180.414	3	-1
1	118180.462	3	-1
1	118180.509	3	-1
1	118180.557	3	-1
2	118180.604	3	-1
1	118180.652	3	-1
0	118180.7	3	-1
1	118180.747	3	-1
1	118180.795	3	-1
0	118180.843	3	-1
3	118180.89	3	-1
6	118180.938	3	-1
4	118180.986	3	-1
2	118181.033	3	-1
2	118181.081	3	-1
3	118181.129	3	-1
4	118181.176	3	-1
5	118181.224	3	-1
2	118181.272	3	-1
3	118181.319	3	-1
5	118181.367	3	-1
8	118181.415	3	-1
6	118181.462	3	-1
1	118181.51	3	-1
2	118181.557	3	-1
3	118181.605	3	-1
2	118181.653	3	-1
1	118181.7	3	-1
1	118181.748	3	-1
3	118181.796	3	-1
5	118181.843	3	-1
4	118181.891	3	-1
3	118181.939	3	-1
3	118181.986	3	-1
1	118182.034	3	-1
1	118182.082	3	-1
2	118182.129	3	-1
2	118182.177	3	-1
2	118182.225	3	-1
2	118182.272	3	-1
1	118182.32	3	-1
0	118182.368	3	-1
1	118182.415	3	-1
1	118182.463	3	-1
5	118182.51	3	-1
7	118182.558	3	-1
5	118182.606	3	-1
4	118182.653	3	-1
2	118182.701	3	-1
0	118182.749	3	-1
0	118182.796	3	-1
0	118182.844	3	-1
1	118182.892	3	-1
1	118182.939	3	-1
1	118182.987	3	-1
2	118183.035	3	-1
1	118183.082	3	-1
1	118183.13	3	-1
0	118183.178	3	-1
0	118183.225	3	-1
1	118183.273	3	-1
4	118183.321	3	-1
4	118183.368	3	-1
5	118183.416	3	-1
6	118183.463	3	-1
6	118183.511	3	-1
5	118183.559	3	-1
3	118183.606	3	-1
1	118183.654	3	-1
0	118183.702	3	-1
0	118183.749	3	-1
3	118183.797	3	-1
3	118183.845	3	-1
2	118183.892	3	-1
4	118183.94	3	-1
4	118183.988	3	-1
2	118184.035	3	-1
0	118184.083	3	-1
2	118184.131	3	-1
3	118184.178	3	-1
1	118184.226	3	-1
2	118184.274	3	-1
2	118184.321	3	-1
1	118184.369	3	-1
2	118184.416	3	-1
5	118184.464	3	-1
4	118184.512	3	-1
1	118184.559	3	-1
2	118184.607	3	-1
2	118184.655	3	-1
0	118184.702	3	-1
0	118184.75	3	-1
0	118184.798	3	-1
0	118184.845	3	-1
0	118184.893	3	-1
1	118184.941	3	-1
1	118184.988	3	-1
1	118185.036	3	-1
4	118185.084	3	-1
5	118185.131	3	-1
1	118185.179	3	-1
2	118185.227	3	-1
4	118185.274	3	-1
5	118185.322	3	-1
2	118185.369	3	-1
3	118185.417	3	-1
3	118185.465	3	-1
2	118185.512	3	-1
1	118185.56	3	-1
1	118185.608	3	-1
2	118185.655	3	-1
1	118185.703	3	-1
2	118185.751	3	-1
2	118185.798	3	-1
2	118185.846	3	-1
2	118185.894	3	-1
0	118185.941	3	-1
2	118185.989	3	-1
3	118186.037	3	-1
3	118186.084	3	-1
3	118186.132	3	-1
1	118186.18	3	-1
1	118186.227	3	-1
2	118186.275	3	-1
2	118186.322	3	-1
1	118186.37	3	-1
4	118186.418	3	-1
6	118186.465	3	-1
4	118186.513	3	-1
2	118186.561	3	-1
0	118186.608	3	-1
2	118186.656	3	-1
6	118186.704	3	-1
4	118186.751	3	-1
1	118186.799	3	-1
2	118186.847	3	-1
1	118186.894	3	-1
1	118186.942	3	-1
2	118186.99	3	-1
1	118187.037	3	-1
4	118187.085	3	-1
8	118187.133	3	-1
10	118187.18	3	-1
6	118187.228	3	-1
5	118187.275	3	-1
11	118187.323	3	-1
12	118187.371	3	-1
6	118187.418	3	-1
10	118187.466	3	-1
10	118187.514	3	-1
6	118187.561	3	-1
8	118187.609	3	-1
12	118187.657	3	-1
13	118187.704	3	-1
11	118187.752	3	-1
10	118187.8	3	-1
8	118187.847	3	-1
10	118187.895	3	-1
10	118187.943	3	-1
8	118187.99	3	-1
7	118188.038	3	-1
9	118188.085	3	-1
7	118188.133	3	-1
11	118188.181	3	-1
10	118188.228	3	-1
7	118188.276	3	-1
4	118188.324	3	-1
5	118188.371	3	-1
5	118188.419	3	-1
0	118188.467	3	-1
1	118188.514	3	-1
6	118188.562	3	-1
9	118188.61	3	-1
8	118188.657	3	-1
10	118188.705	3	-1
6	118188.753	3	-1
2	118188.8	3	-1
6	118188.848	3	-1
5	118188.896	3	-1
5	118188.943	3	-1
9	118188.991	3	-1
8	118189.038	3	-1
5	118189.086	3	-1
7	118189.134	3	-1
4	118189.181	3	-1
5	118189.229	3	-1
6	118189.277	3	-1
2	118189.324	3	-1
0	118189.372	3	-1
1	118189.42	3	-1
2	118189.467	3	-1
0	118189.515	3	-1
2	118189.563	3	-1
4	118189.61	3	-1
2	118189.658	3	-1
4	118189.706	3	-1
5	118189.753	3	-1
6	118189.801	3	-1
4	118189.849	3	-1
3	118189.896	3	-1
7	118189.944	3	-1
9	118189.991	3	-1
6	118190.039	3	-1
4	118190.087	3	-1
4	118190.134	3	-1
9	118190.182	3	-1
10	118190.23	3	-1
9	118190.277	3	-1
7	118190.325	3	-1
7	118190.373	3	-1
5	118190.42	3	-1
5	118190.468	3	-1
4	118190.516	3	-1
2	118190.563	3	-1
2	118190.611	3	-1
3	118190.659	3	-1
3	118190.706	3	-1
2	118190.754	3	-1
1	118190.802	3	-1
0	118190.849	3	-1
1	118190.897	3	-1
2	118190.944	3	-1
2	118190.992	3	-1
3	118191.04	3	-1
6	118191.087	3	-1
4	118191.135	3	-1
3	118191.183	3	-1
3	118191.23	3	-1
3	118191.278	3	-1
2	118191.326	3	-1
0	118191.373	3	-1
1	118191.421	3	-1
2	118191.469	3	-1
3	118191.516	3	-1
3	118191.564	3	-1
2	118191.612	3	-1
1	118191.659	3	-1
0	118191.707	3	-1
0	118191.755	3	-1
1	118191.802	3	-1
1	118191.85	3	-1
1	118191.897	3	-1
1	118191.945	3	-1
0	118191.993	3	-1
0	118192.04	3	-1
0	118192.088	3	-1
0	118192.136	3	-1
1	118192.183	3	-1
2	118192.231	3	-1
6	118192.279	3	-1
9	118192.326	3	-1
5	118192.374	3	-1
1	118192.422	3	-1
4	118192.469	3	-1
3	118192.517	3	-1
2	118192.565	3	-1
6	118192.612	3	-1
8	118192.66	3	-1
8	118192.708	3	-1
2	118192.755	3	-1
1	118192.803	3	-1
1	118192.85	3	-1
2	118192.898	3	-1
4	118192.946	3	-1
7	118192.993	3	-1
3	118193.041	3	-1
2	118193.089	3	-1
6	118193.136	3	-1
6	118193.184	3	-1
4	118193.232	3	-1
5	118193.279	3	-1
4	118193.327	3	-1
3	118193.375	3	-1
3	118193.422	3	-1
1	118193.47	3	-1
0	118193.518	3	-1
0	118193.565	3	-1
0	118193.613	3	-1
0	118193.661	3	-1
0	118193.708	3	-1
1	118193.756	3	-1
4	118193.803	3	-1
3	118193.851	3	-1
3	118193.899	3	-1
2	118193.946	3	-1
0	118193.994	3	-1
0	118194.042	3	-1
1	118194.089	3	-1
1	118194.137	3	-1
2	118194.185	3	-1
3	118194.232	3	-1
4	118194.28	3	-1
4	118194.328	3	-1
2	118194.375	3	-1
2	118194.423	3	-1
1	118194.471	3	-1
1	118194.518	3	-1
1	118194.566	3	-1
0	118194.614	3	-1
0	118194.661	3	-1
0	118194.709	3	-1
0	118194.756	3	-1
0	118194.804	3	-1
1	118194.852	3	-1
1	118194.899	3	-1
0	118194.947	3	-1
3	118194.995	3	-1
4	118195.042	3	-1
2	118195.09	3	-1
4	118195.138	3	-1
3	118195.185	3	-1
1	118195.233	3	-1
1	118195.281	3	-1
0	118195.328	3	-1
0	118195.376	3	-1
0	118195.424	3	-1
1	118195.471	3	-1
1	118195.519	3	-1
2	118195.567	3	-1
2	118195.614	3	-1
1	118195.662	3	-1
2	118195.709	3	-1
3	118195.757	3	-1
2	118195.805	3	-1
1	118195.852	3	-1
1	118195.9	3	-1
0	118195.948	3	-1
1	118195.995	3	-1
2	118196.043	3	-1
2	118196.091	3	-1
2	118196.138	3	-1
1	118196.186	3	-1
0	118196.234	3	-1
2	118196.281	3	-1
3	118196.329	3	-1
1	118196.377	3	-1
1	118196.424	3	-1
3	118196.472	3	-1
2	118196.52	3	-1
0	118196.567	3	-1
0	118196.615	3	-1
0	118196.662	3	-1
1	118196.71	3	-1
1	118196.758	3	-1
0	118196.805	3	-1
3	118196.853	3	-1
4	118196.901	3	-1
2	118196.948	3	-1
1	118196.996	3	-1
3	118197.044	3	-1
4	118197.091	3	-1
4	118197.139	3	-1
4	118197.187	3	-1
3	118197.234	3	-1
2	118197.282	3	-1
0	118197.33	3	-1
0	118197.377	3	-1
1	118197.425	3	-1
2	118197.473	3	-1
2	118197.52	3	-1
1	118197.568	3	-1
1	118197.615	3	-1
3	118197.663	3	-1
3	118197.711	3	-1
3	118197.758	3	-1
4	118197.806	3	-1
2	118197.854	3	-1
0	118197.901	3	-1
0	118197.949	3	-1
1	118197.997	3	-1
1	118198.044	3	-1
0	118198.092	3	-1
0	118198.14	3	-1
1	118198.187	3	-1
1	118198.235	3	-1
0	118198.283	3	-1
0	118198.33	3	-1
0	118198.378	3	-1
0	118198.425	3	-1
0	118198.473	3	-1
0	118198.521	3	-1
1	118198.568	3	-1
1	118198.616	3	-1
2	118198.664	3	-1
2	118198.711	3	-1
2	118198.759	3	-1
3	118198.807	3	-1
3	118198.854	3	-1
3	118198.902	3	-1
2	118198.95	3	-1
4	118198.997	3	-1
7	118199.045	3	-1
5	118199.093	3	-1
2	118199.14	3	-1
2	118199.188	3	-1
3	118199.236	3	-1
5	118199.283	3	-1
3	118199.331	3	-1
3	118199.378	3	-1
5	118199.426	3	-1
5	118199.474	3	-1
3	118199.521	3	-1
5	118199.569	3	-1
6	118199.617	3	-1
9	118199.664	3	-1
10	118199.712	3	-1
10	118199.76	3	-1
6	118199.807	3	-1
2	118199.855	3	-1
3	118199.903	3	-1
3	118199.95	3	-1
4	118199.998	3	-1
7	118200.046	3	-1
4	118200.093	3	-1
5	118200.141	3	-1
4	118200.189	3	-1
3	118200.236	3	-1
2	118200.284	3	-1
1	118200.331	3	-1
1	118200.379	3	-1
0	118200.427	3	-1
2	118200.474	3	-1
8	118200.522	3	-1
8	118200.57	3	-1
8	118200.617	3	-1
6	118200.665	3	-1
2	118200.713	3	-1
3	118200.76	3	-1
7	118200.808	3	-1
5	118200.856	3	-1
2	118200.903	3	-1
3	118200.951	3	-1
0	118200.999	3	-1
0	118201.046	3	-1
0	118201.094	3	-1
0	118201.142	3	-1
1	118201.189	3	-1
1	118201.237	3	-1
1	118201.284	3	-1
2	118201.332	3	-1
2	118201.38	3	-1
1	118201.427	3	-1
2	118201.475	3	-1
4	118201.523	3	-1
2	118201.57	3	-1
1	118201.618	3	-1
3	118201.666	3	-1
1	118201.713	3	-1
1	118201.761	3	-1
2	118201.809	3	-1
0	118201.856	3	-1
0	118201.904	3	-1
0	118201.952	3	-1
0	118201.999	3	-1
1	118202.047	3	-1
2	118202.095	3	-1
1	118202.142	3	-1
0	118202.19	3	-1
0	118202.237	3	-1
0	118202.285	3	-1
1	118202.333	3	-1
1	118202.38	3	-1
2	118202.428	3	-1
1	118202.476	3	-1
1	118202.523	3	-1
1	118202.571	3	-1
2	118202.619	3	-1
2	118202.666	3	-1
1	118202.714	3	-1
0	118202.762	3	-1
1	118202.809	3	-1
2	118202.857	3	-1
2	118202.905	3	-1
2	118202.952	3	-1
2	118203	3	-1
1	118203.048	3	-1
0	118203.095	3	-1
1	118203.143	3	-1
1	118203.19	3	-1
2	118203.238	3	-1
3	118203.286	3	-1
3	118203.333	3	-1
4	118203.381	3	-1
6	118203.429	3	-1
7	118203.476	3	-1
4	118203.524	3	-1
2	118203.572	3	-1
0	118203.619	3	-1
4	118203.667	3	-1
6	118203.715	3	-1
3	118203.762	3	-1
1	118203.81	3	-1
1	118203.858	3	-1
1	118203.905	3	-1
1	118203.953	3	-1
0	118204.001	3	-1
0	118204.048	3	-1
0	118204.096	3	-1
0	118204.143	3	-1
0	118204.191	3	-1
0	118204.239	3	-1
0	118204.286	3	-1
0	118204.334	3	-1
0	118204.382	3	-1
0	118204.429	3	-1
0	118204.477	3	-1
0	118204.525	3	-1
4	118204.572	3	-1
4	118204.62	3	-1
2	118204.668	3	-1
3	118204.715	3	-1
4	118204.763	3	-1
3	118204.811	3	-1
0	118204.858	3	-1
1	118204.906	3	-1
1	118204.954	3	-1
0	118205.001	3	-1
0	118205.049	3	-1
2	118205.096	3	-1
3	118205.144	3	-1
2	118205.192	3	-1
1	118205.239	3	-1
0	118205.287	3	-1
0	118205.335	3	-1
0	118205.382	3	-1
0	118205.43	3	-1
0	118205.478	3	-1
0	118205.525	3	-1
0	118205.573	3	-1
2	118205.621	3	-1
2	118205.668	3	-1
1	118205.716	3	-1
2	118205.764	3	-1
2	118205.811	3	-1
3	118205.859	3	-1
4	118205.907	3	-1
2	118205.954	3	-1
2	118206.002	3	-1
4	118206.049	3	-1
4	118206.097	3	-1
2	118206.145	3	-1
0	118206.192	3	-1
0	118206.24	3	-1
0	118206.288	3	-1
0	118206.335	3	-1
3	118206.383	3	-1
6	118206.431	3	-1
6	118206.478	3	-1
3	118206.526	3	-1
0	118206.574	3	-1
1	118206.621	3	-1
1	118206.669	3	-1
1	118206.717	3	-1
1	118206.764	3	-1
0	118206.812	3	-1
1	118206.86	3	-1
1	118206.907	3	-1
