linetype	xmin	xmax	showSelected1	showSelected3	showSelected4	PANEL	group
0	118173.358	118176.231	chr11:118170572-118179444	13033	correct	5	35
0	118176.442	118181.782	chr11:118170572-118179444	13033	correct	5	35
0	118207.607	118211.434	chr11:118207606-118220428	13033	correct	5	36
3	118213.055	118214.022	chr11:118207606-118220428	13033	false negative	5	83
3	118214.653	118215.916	chr11:118207606-118220428	13033	false negative	5	83
0	118216.57	118220.883	chr11:118207606-118220428	13033	correct	5	36
0	118222.047	118228.604	chr11:118224254-118234051	13033	correct	5	37
0	118229.419	118230.534	chr11:118224254-118234051	13033	correct	5	37
0	118230.778	118232.881	chr11:118224254-118234051	13033	correct	5	37
0	118173.358	118176.231	chr11:118169778-118184378	18432	correct	5	38
0	118176.442	118181.782	chr11:118169778-118184378	18432	correct	5	38
0	118207.607	118211.434	chr11:118208100-118222359	18432	correct	5	39
3	118213.055	118214.022	chr11:118208100-118222359	18432	false negative	5	86
3	118214.653	118215.916	chr11:118208100-118222359	18432	false negative	5	86
0	118216.57	118220.883	chr11:118208100-118222359	18432	correct	5	39
0	118222.047	118228.604	chr11:118222360-118239987	18432	correct	5	40
0	118229.419	118230.534	chr11:118222360-118239987	18432	correct	5	40
0	118230.778	118232.881	chr11:118222360-118239987	18432	correct	5	40
0	118173.358	118176.231	chr11:118166081-118182712	26066	correct	5	41
0	118176.442	118181.782	chr11:118166081-118182712	26066	correct	5	41
0	118207.607	118211.434	chr11:118200904-118225604	26066	correct	5	42
3	118213.055	118214.022	chr11:118200904-118225604	26066	false negative	5	89
3	118214.653	118215.916	chr11:118200904-118225604	26066	false negative	5	89
0	118216.57	118220.883	chr11:118200904-118225604	26066	correct	5	42
0	118222.047	118228.604	chr11:118200904-118225604	26066	correct	5	42
0	118229.419	118230.534	chr11:118225605-118243804	26066	correct	5	43
0	118230.778	118232.881	chr11:118225605-118243804	26066	correct	5	43
0	118173.358	118176.231	chr11:118170310-118195238	36864	correct	5	44
0	118176.442	118181.782	chr11:118170310-118195238	36864	correct	5	44
0	118207.607	118211.434	chr11:118195500-118224233	36864	correct	5	45
3	118213.055	118214.022	chr11:118195500-118224233	36864	false negative	5	92
3	118214.653	118215.916	chr11:118195500-118224233	36864	false negative	5	92
0	118216.57	118220.883	chr11:118195500-118224233	36864	correct	5	45
0	118222.047	118228.604	chr11:118224234-118249203	36864	correct	5	46
0	118229.419	118230.534	chr11:118224234-118249203	36864	correct	5	46
0	118230.778	118232.881	chr11:118224234-118249203	36864	correct	5	46
0	118173.358	118176.231	chr11:118150742-118195371	52133	correct	5	47
0	118176.442	118181.782	chr11:118150742-118195371	52133	correct	5	47
0	118207.607	118211.434	chr11:118195372-118224236	52133	correct	5	48
3	118213.055	118214.022	chr11:118195372-118224236	52133	false negative	5	95
3	118214.653	118215.916	chr11:118195372-118224236	52133	false negative	5	95
0	118216.57	118220.883	chr11:118195372-118224236	52133	correct	5	48
0	118222.047	118228.604	chr11:118224237-118256837	52133	correct	5	49
0	118229.419	118230.534	chr11:118224237-118256837	52133	correct	5	49
0	118230.778	118232.881	chr11:118224237-118256837	52133	correct	5	49
0	118173.358	118176.231	chr11:118139927-118194115	73728	correct	5	50
0	118176.442	118181.782	chr11:118139927-118194115	73728	correct	5	50
0	118207.607	118211.434	chr11:118194116-118250799	73728	correct	5	51
3	118213.055	118214.022	chr11:118194116-118250799	73728	false negative	5	98
3	118214.653	118215.916	chr11:118194116-118250799	73728	false negative	5	98
0	118216.57	118220.883	chr11:118194116-118250799	73728	correct	5	51
0	118222.047	118228.604	chr11:118194116-118250799	73728	correct	5	51
3	118229.419	118230.534	chr11:118194116-118250799	73728	false negative	5	98
3	118230.778	118232.881	chr11:118194116-118250799	73728	false negative	5	98
0	118173.358	118176.231	chr11:118125367-118194817	104267	correct	5	52
0	118176.442	118181.782	chr11:118125367-118194817	104267	correct	5	52
0	118207.607	118211.434	chr11:118194818-118266077	104267	correct	5	53
3	118213.055	118214.022	chr11:118194818-118266077	104267	false negative	5	100
3	118214.653	118215.916	chr11:118194818-118266077	104267	false negative	5	100
0	118216.57	118220.883	chr11:118194818-118266077	104267	correct	5	53
0	118222.047	118228.604	chr11:118194818-118266077	104267	correct	5	53
3	118229.419	118230.534	chr11:118194818-118266077	104267	false negative	5	100
3	118230.778	118232.881	chr11:118194818-118266077	104267	false negative	5	100
